regulators	output
TCX2,SPCH	AT1G64780,AT2G22430,AT1G22985,AT3G18560,AT4G22570,AT5G52320,AT2G26910,AT3G13120,AT1G27730,AT4G27030,AT1G75810,AT1G61890,AT2G25900,AT4G04890,AT1G31710,AT1G04310,AT3G61630,AT2G37750,AT1G71960,AT4G35720,AT1G70000,AT5G57410,AT1G22640,AT5G03230,AT4G22190,AT1G06640,AT5G05740,AT2G40610,AT2G15580,AT2G36080,AT1G70940,AT5G49360,AT2G39220,AT1G48100,AT3G56290,AT4G27450,AT5G54490,AT5G05690,AT2G22680,AT5G51600,AT3G27160,AT4G23820,AT1G73830,AT1G76410,AT2G10940,AT1G30040,AT3G61260,AT1G72670,AT3G61610,AT1G75150,AT3G01810,AT3G52870,AT2G16720,AT2G43060,AT3G05490,AT1G49430,AT1G56220,AT5G07000,AT4G17840,AT5G16715,AT1G61667,AT3G08770,AT1G58270,AT5G20700,AT3G52920,AT2G28400,AT5G25190,AT2G01830,AT5G22940,AT1G05100,AT1G44110,AT4G37890
ATHB_40,SPCH	AT4G11660,AT1G59970,AT5G18490,AT1G49430,AT2G46600,AT5G11890,AT1G22640,AT5G54300,AT5G61570,AT1G73480,AT3G23150,AT1G09070,AT1G53180,AT1G26800,AT3G61980,AT2G39980,AT4G34000,AT2G30140,AT5G52320,AT2G26910,AT2G36220,AT1G58270,AT1G05100,AT2G35950,AT1G06190,AT5G27320,AT4G39040,AT1G22985,AT5G11160,AT2G44230,AT5G25190,AT5G03210,AT2G04550,AT2G22680,AT3G48350,AT4G17840,AT3G19380,AT3G07320,AT4G22570,AT3G26700,AT4G14930,AT4G15210,AT2G43060,AT2G41870,AT5G55180,AT1G75810,AT3G08770,AT4G22190,AT5G17800,AT5G47370,AT5G54160,AT2G38530,AT1G71030,AT5G48150,AT4G12730,AT2G01830,AT3G59900,AT2G19650,AT5G52520,AT5G14780,AT5G51600,AT4G18280,AT5G60840,AT2G28110,AT1G64780,AT3G27400,AT4G30530,AT2G14890,AT2G40610,AT5G48880,AT2G17880,AT5G65020,AT2G39220,AT2G06850,AT1G08630,AT2G40150,AT3G24190,AT5G48360,AT1G07750,AT3G01810,AT1G15430,AT4G11360,AT1G75590,AT1G07090,AT5G01520,AT4G15550,AT4G14150,AT3G18560,AT1G20490,AT3G03870,AT5G66590,AT2G27420,AT3G18170,AT1G27730,AT4G02280,AT2G37640,AT1G76410,AT1G11210,AT1G70940,AT2G41010,AT4G04890,AT1G31710,AT3G29240,AT3G55960,AT1G70000,AT1G76490,AT5G63800,AT5G20700,AT5G65360,AT4G01730,AT1G60190,AT5G05690,AT3G21260,AT5G28640,AT2G04795,AT4G21510,AT1G65490,AT2G10940,AT5G16715,AT2G19810,AT5G49360,AT5G60210,AT5G13330,AT2G25900,AT4G36640,AT2G16720,AT4G27657,AT4G13010,AT1G53700,AT5G62710,AT3G13062,AT1G21680,AT3G48580,AT3G04760,AT3G20670,AT2G39180,AT5G66700,AT3G27160,AT5G45780,AT5G37770,AT4G14270,AT3G61610,AT4G35770,AT4G28040,AT1G30040,AT5G22640,AT3G51140,AT3G05490,AT1G68620,AT2G22850,AT2G33830,AT3G22840,AT2G36270,AT3G49220,AT1G26570,AT3G29575,AT4G28720,AT1G23390,AT1G76790,AT3G08670,AT4G38690,AT3G56290,AT1G69850,AT2G39420,AT3G14200,AT2G28400,AT2G36080,AT4G29190,AT5G25350,AT1G19050,AT1G79700,AT1G03630,AT3G52870,AT3G53190,AT2G22430,AT2G45210,AT1G49210,AT5G15410,AT2G45400,AT1G70200,AT5G13500,AT1G73830,AT3G03270,AT2G01910,AT4G05150,AT2G24040,AT4G00335,AT4G15800,AT1G10740,AT1G44110,AT5G57410,AT4G30620,AT4G37890,AT5G47560,AT3G02910,AT1G71960,AT3G27060,AT1G22330,AT3G52920,AT5G54490,AT2G15580,AT1G48100,AT2G44080,AT2G40970,AT1G49660,AT4G29700,AT3G58120,AT5G22940,AT1G61667,AT1G56220,AT1G32550,AT3G52060,AT4G27450,AT5G07000,AT5G43260,AT5G49170,AT2G36900,AT5G23870,AT1G61890,AT2G40000,AT1G09530
ATHB_53,SPCH	AT2G36900,AT1G49430,AT1G09530,AT3G27160,AT4G11660,AT1G61890,AT3G48350,AT4G22190,AT5G65020,AT2G28400,AT3G52920,AT3G23150,AT1G31710,AT1G22330,AT2G22680,AT5G52320,AT1G70200,AT4G29700,AT5G14780,AT4G28720,AT1G53700,AT4G15800,AT1G58270,AT1G71720,AT5G54490,AT5G28640,AT5G54160,AT2G01910,AT4G15550,AT2G01830,AT5G63800,AT4G30530,AT1G79700,AT4G22570,AT5G49360,AT1G23390,AT5G16715,AT3G03270,AT5G03210,AT3G29575,AT5G47560,AT2G26910,AT2G17880,AT1G76790,AT1G08630,AT4G38690,AT1G75590,AT2G10940,AT3G21260,AT4G39040,AT4G14270,AT1G71960,AT1G76490,AT2G25900,AT3G08770,AT1G64780,AT4G28040,AT1G07750,AT3G18170,AT1G30040,AT2G15580,AT1G07090,AT5G23870,AT4G05150,AT5G18490,AT2G44230,AT5G20700,AT3G22840,AT2G33830,AT4G00335,AT2G24040,AT1G68620,AT4G37890,AT1G44110,AT2G37640,AT1G11210,AT3G19380,AT5G05690,AT2G35950,AT2G27420,AT1G48100,AT2G19810,AT2G22430,AT1G70000,AT5G13330,AT5G25190,AT5G27320,AT2G38530,AT1G60190,AT5G48150,AT1G70940,AT2G36080,AT5G55180,AT2G40970,AT2G39980,AT3G61980,AT1G21680,AT5G13500,AT3G01810,AT2G28110,AT3G61610,AT1G59970,AT5G66590,AT2G14890,AT1G32550,AT1G22985,AT1G10740,AT4G27450,AT2G06850,AT5G22640,AT2G40150,AT5G15410,AT5G52520,AT5G11890,AT2G04550,AT2G45400,AT2G45210,AT4G14930,AT1G61667,AT5G47370,AT2G16720,AT2G43060,AT1G56220,AT3G02910,AT4G27657,AT4G29190,AT4G21510,AT1G22640,AT2G44080,AT3G58120,AT3G53190,AT1G69850
NAC002,DOF5_4	AT5G39610,AT4G32890,AT5G66700,AT1G09530,AT3G27160,AT4G11660,AT1G61890,AT2G02710,AT1G79270,AT4G04890,AT3G19580,AT3G12500,AT2G38400,AT2G37750,AT5G01520,AT3G61460,AT5G52320,AT1G70200,AT2G14750,AT5G14780,AT4G28720,AT4G02280,AT5G61570,AT1G17140,AT1G17650,AT5G01370,AT5G28640,AT5G51670,AT5G17850,AT4G15550,AT5G05220,AT5G63800,AT4G14550,AT3G49780,AT4G10390,AT3G05490,AT1G23390,AT1G53560,AT3G03270,AT1G31800,AT3G57010,AT2G16440,AT5G01840,AT1G04250,AT5G23730,AT1G14730,AT5G54300,AT5G11090,AT4G11175,AT3G44610,AT4G39040,AT1G26570,AT3G06770,AT1G76490,AT2G25900,AT5G01820,AT1G73590,AT5G51545,AT1G07750,AT3G21710,AT1G19850,AT5G57660,AT1G69610,AT5G64580,AT4G10310,AT1G03630,AT2G45570,AT3G15190,AT5G13930,AT1G05100,AT5G62480,AT5G49030,AT5G19260,AT4G37890,AT1G44110,AT3G17520,AT2G30695,AT5G49800,AT4G39940,AT2G35950,AT4G20870,AT5G18570,AT5G57240,AT2G22430,AT1G02470,AT2G21790,AT5G25190,AT5G27320,AT4G05520,AT3G51280,AT5G48150,AT1G22910,AT2G36080,AT1G70985,AT1G22190,AT1G27670,AT5G46580,AT4G34770,AT1G71030,AT2G26400,AT2G28110,AT3G61610,AT1G06420,AT4G31610,AT3G49220,AT1G32550,AT1G58340,AT3G27170,AT4G30270,AT2G38120,AT3G08030,AT5G64330,AT3G14280,AT5G52520,AT4G38860,AT4G16690,AT3G08670,AT2G45210,AT1G12240,AT5G51210,AT2G31750,AT3G18550,AT2G43060,AT5G15470,AT5G54510,AT4G27657,AT1G07430,AT1G15670,AT1G22640,AT4G36530,AT3G27360,AT2G18550,AT3G60490,AT5G25350,AT1G64660,AT4G17245,AT5G57170,AT3G48580,AT4G13180,AT3G63190,AT5G22940,AT5G52570,AT3G61380,AT1G08510,AT5G47610,AT5G05410,AT5G65380
MYB3,DOF5_4	AT5G65380,AT1G11210,AT1G53180,AT1G69850,AT4G32890,AT2G22680,AT4G04610,AT2G26910,AT2G38760,AT5G39610,AT1G22885,AT2G19760,AT3G23580,AT2G31110,AT5G01520,AT1G11580,AT5G54490,AT5G17650,AT2G01910,AT1G74000,AT2G01830,AT4G21760,AT3G17100,AT4G01330,AT3G27160,AT3G16340,AT1G69490,AT5G03210,AT2G19650,AT4G34830,AT2G44130,AT1G78570,AT3G17800,AT3G49780,AT3G55330,AT3G05490,AT1G20020,AT4G35620,AT1G79270,AT5G53760,AT3G54510,AT2G17880,AT5G02020,AT2G45960,AT1G01620,AT3G20260,AT2G29510,AT3G02170,AT2G44450,AT3G44610,AT4G39040,AT5G57910,AT3G06770,AT1G76490,AT2G24540,AT3G19580,AT5G22940,AT3G12500,AT3G06030,AT4G33470,AT5G67600,AT2G31750,AT5G52320,AT1G70200,AT2G14750,AT3G27170,AT3G49220,AT3G14595,AT4G34770,AT1G05100,AT5G14780,AT1G23870,AT3G48350,AT4G02280,AT5G61570,AT3G51720,AT3G52870,AT4G39940,AT3G10985,AT1G17140,AT1G04610,AT2G40900,AT4G00335,AT5G17850,AT4G14200,AT1G79700,AT5G27320,AT5G05690,AT5G28500,AT5G48150,AT4G15550,AT2G36080,AT4G37890,AT1G70000,AT1G27670,AT3G25660,AT5G62480,AT1G71030,AT4G30410,AT2G28110,AT3G61610,AT1G55200,AT5G02230,AT5G13930,AT5G63800,AT4G14550,AT1G23390,AT1G03630,AT2G38120,AT1G36060,AT1G53560,AT1G70940,AT3G03270,AT2G40000,AT2G40970,AT3G08670,AT2G45210,AT3G57010,AT5G02550,AT2G26550,AT5G57660,AT2G43060,AT3G07320,AT2G16440,AT4G27657,AT1G07430,AT3G21710,AT5G01840,AT3G01810,AT3G27360,AT1G04250,AT4G12730,AT5G25350,AT1G64660,AT4G27450,AT5G54300,AT4G35720,AT2G04550,AT3G63190,AT1G61667,AT5G52570,AT3G61380,AT1G08510,AT5G47610,AT2G22850,AT2G16720,AT1G79520,AT3G02910,AT1G76410,AT3G51140,AT1G04770,AT1G18370,AT1G27290,AT5G01820,AT3G05910,AT1G55530,AT1G19050,AT2G19580,AT3G15450
ZAT10,DOF5_4	AT5G25190,AT4G34000,AT2G36900,AT1G53180,AT1G69850,AT2G42620,AT1G32470,AT4G04610,AT4G33400,AT1G78430,AT4G27260,AT1G22885,AT3G54750,AT3G14890,AT2G31110,AT4G38080,AT3G55960,AT3G13120,AT5G17650,AT2G01910,AT1G76450,AT3G54990,AT4G21760,AT3G17100,AT4G01330,AT3G27160,AT1G03780,AT4G22910,AT5G49170,AT2G19650,AT1G17830,AT2G44130,AT5G51670,AT4G11660,AT3G49780,AT3G11690,AT3G50070,AT2G38530,AT1G44830,AT1G79270,AT5G53760,AT3G14350,AT2G07170,AT2G02710,AT1G16220,AT1G01620,AT3G20260,AT2G29510,AT1G70070,AT3G46230,AT3G44610,AT3G17360,AT1G66080,AT1G31800,AT1G76490,AT2G24540,AT4G21820,AT5G22940,AT2G06850,AT3G06030,AT1G59540,AT2G35150,AT5G18690,AT4G04890,AT1G70200,AT2G14750,AT3G27170,AT3G49220,AT4G11175,AT4G34770,AT1G05100,AT5G64260,AT2G21320,AT3G48350,AT4G02280,AT1G19940,AT2G34140,AT3G52870,AT4G39940,AT3G10985,AT1G17140,AT1G04610,AT2G40900,AT4G00335,AT3G48580,AT4G14200,AT2G10940,AT5G27320,AT5G05690,AT5G54510,AT5G51210,AT5G64330,AT4G30270,AT4G37890,AT3G26520,AT1G27670,AT3G25660,AT5G48360,AT1G22190,AT1G70985,AT1G22910,AT3G61610,AT2G30695,AT1G30040,AT5G13930,AT5G63800,AT3G21190,AT1G23390,AT4G15210,AT2G38120,AT1G36060,AT1G53560,AT1G70940,AT2G35950,AT1G53140,AT5G57240,AT3G08670,AT2G45210,AT5G14320,AT1G17650,AT2G26550,AT5G57660,AT1G02470,AT3G28760,AT2G24040,AT4G27657,AT1G07430,AT3G59760,AT5G01840,AT3G01810,AT3G27360,AT1G04250,AT5G28640,AT5G25350,AT2G21790,AT4G27450,AT5G54300,AT4G35720,AT4G05520,AT3G63190,AT3G19380,AT3G51280,AT3G61380,AT1G08510,AT5G47610,AT2G22850,AT2G16720,AT1G79520,AT2G27420,AT1G76410,AT1G44110,AT1G04770,AT1G18370,AT1G27290,AT5G01820,AT3G05910,AT3G59900,AT1G19050,AT2G19580,AT3G52150,AT4G23410,AT5G23420,AT1G75810,AT4G35350,AT1G26570,AT4G34160,AT5G11090,AT1G06420,AT5G59010,AT4G31610,AT2G41250,AT1G19640,AT1G32550,AT1G58340,AT5G51545,AT3G03190,AT1G09200,AT4G29690,AT2G40150,AT3G56870,AT4G10390,AT1G07750,AT5G23730,AT5G57170,AT1G01520,AT1G22985,AT4G17245,AT3G60490,AT2G18550,AT5G39830,AT4G36530,AT1G09530,AT1G19850,AT4G05190,AT3G08030,AT4G31850,AT2G29890,AT3G14280,AT2G39980,AT5G47730,AT3G02250,AT5G64580,AT2G21385,AT1G43700,AT5G52520,AT5G04320,AT2G31270,AT4G23870
ERF014,DOF5_4	AT4G32890,AT3G07320,AT2G16440,AT3G53420,AT1G09070,AT5G67600,AT1G36940,AT3G51720,AT2G33560,AT4G12730,AT1G64660,AT2G15320,AT5G23730,AT3G49220,AT2G35150,AT1G73590,AT1G12240,AT3G02250,AT5G11090,AT3G19380,AT5G01820,AT1G07430,AT2G38120,AT3G21190,AT5G01840,AT3G06030,AT2G06850,AT1G76490,AT2G02710,AT2G01910,AT4G11660
NAC018,DOF5_4	AT1G71960,AT4G32890,AT4G28720,AT5G65380,AT1G11210,AT1G61890,AT5G39610,AT5G66700,AT1G75590,AT5G61570,AT5G16110,AT1G64660,AT3G23580,AT5G23730,AT3G49220,AT5G01520,AT1G73590,AT1G12240,AT3G03270,AT5G11090,AT1G15670,AT3G02170,AT1G07430,AT1G44830,AT3G19580,AT3G06770,AT1G14730,AT2G25900,AT1G76490,AT2G31750,AT5G52320,AT5G51670,AT2G44130,AT4G27260,AT2G39420,AT2G37750,AT1G43700,AT3G61460,AT3G18550,AT4G15550,AT2G07170,AT2G36080,AT1G70000,AT1G71030,AT4G30270,AT4G14550,AT2G43710,AT1G03630,AT1G21810,AT1G53180,AT3G57010,AT1G31800,AT2G43060,AT1G69850,AT3G21710,AT1G61667,AT3G02910,AT5G64260,AT5G22940,AT5G05220,AT1G22640,AT5G05410,AT1G70200,AT4G13180,AT2G45570,AT5G15470,AT4G11175,AT4G10310,AT4G38860,AT5G52520,AT3G08030,AT1G19850,AT4G02280,AT4G36530,AT2G18550,AT4G17245,AT4G39940,AT1G22985,AT5G57170,AT1G58340,AT1G06420,AT4G00335,AT3G48580,AT2G27420,AT1G08510,AT5G54300,AT2G21790,AT3G26520,AT5G28640,AT5G64330,AT1G76450,AT5G57660,AT2G45210,AT1G27670,AT3G08670,AT5G57240,AT1G22190,AT2G35950,AT1G53560,AT5G63800,AT5G13930
NAP,DOF5_4	AT5G25190,AT4G22570,AT4G32890,AT4G28720,AT5G01820,AT5G23420,AT1G61890,AT5G39610,AT5G66700,AT1G75590,AT5G61570,AT3G61380,AT1G64660,AT3G23580,AT5G23730,AT3G49220,AT5G01520,AT1G73590,AT1G12240,AT3G03270,AT5G11090,AT1G15670,AT3G27160,AT1G07430,AT1G44830,AT3G19580,AT3G06770,AT1G14730,AT2G25900,AT5G63800,AT2G31750,AT5G52320,AT5G51670,AT2G44130,AT1G53560,AT2G35950,AT2G37750,AT1G43700,AT3G61460,AT3G18550,AT4G15550,AT2G07170,AT2G36080,AT1G22190,AT1G71030,AT4G30270,AT4G14550,AT2G43710,AT1G03630,AT1G21810,AT5G57240,AT3G57010,AT1G31800,AT2G43060,AT1G69850,AT3G21710,AT1G61667,AT3G02910,AT5G64260,AT5G22940,AT5G05220,AT1G22640,AT5G05410,AT1G70200,AT4G13180,AT2G45570,AT5G15470,AT4G11175,AT4G10310,AT4G38860,AT5G52520,AT3G08030,AT1G19850,AT4G02280,AT4G36530,AT2G18550,AT4G17245,AT4G39940,AT1G22985,AT3G08670,AT2G45210,AT5G57660,AT4G00335,AT3G48580,AT2G27420,AT1G08510,AT5G54300,AT2G21790,AT3G26520,AT5G64330
ANAC032,DOF5_4	AT1G69490,AT5G25190,AT4G11660,AT3G07320,AT4G28720,AT3G60550,AT3G15450,AT1G61890,AT5G39610,AT5G66700,AT2G16440,AT5G61570,AT1G09070,AT1G64660,AT3G23580,AT5G23730,AT3G49220,AT5G01520,AT1G71960,AT5G67600,AT3G03270,AT5G11090,AT3G51720,AT3G27160,AT1G07430,AT4G12730,AT2G19760,AT5G54490,AT1G14730,AT1G28330,AT5G63800,AT2G31750,AT2G01830,AT5G51670,AT5G54160,AT1G53560,AT2G35950,AT2G37750,AT3G16340,AT3G61460,AT1G21780,AT4G15550,AT4G34830,AT2G36080,AT1G22190,AT1G71030,AT4G30270,AT1G78570,AT5G65380,AT4G24090,AT1G11210,AT5G57240,AT3G57010,AT1G31800,AT2G43060,AT1G69850,AT3G21710,AT1G61667,AT3G02910,AT5G64260,AT5G22940,AT5G05220,AT1G22640,AT5G05410,AT1G70200,AT4G35620,AT2G45570,AT5G15470,AT4G11175,AT2G17880,AT5G02020,AT5G52520,AT2G45960,AT1G19850,AT4G02280,AT3G05490,AT2G18550,AT4G17245,AT5G01910,AT2G44450,AT3G08670,AT2G45210,AT5G57660,AT4G00335,AT2G38120,AT4G10040,AT1G08510,AT5G57910,AT1G80370,AT3G26520,AT5G01840,AT5G28640,AT3G12500,AT1G27670,AT4G33470,AT2G06850,AT1G53180,AT2G02710,AT2G39420,AT4G27260,AT2G01910,AT3G11690,AT1G76490,AT1G23390,AT3G14595,AT4G01330,AT1G27730,AT3G61610,AT1G70940,AT1G22910,AT5G14780,AT1G23870,AT4G34000,AT3G50070,AT5G17850,AT2G38530,AT2G26550,AT1G79700,AT1G02470,AT2G46650,AT2G24040,AT4G27657,AT4G37890,AT1G79270,AT4G21760,AT3G01810,AT3G27360,AT5G53760,AT5G48150,AT3G14350,AT5G46580,AT4G27450,AT5G05690,AT3G20260,AT2G29510,AT3G63190,AT1G55200,AT5G02230,AT3G02170,AT5G27320,AT5G47610,AT2G22850,AT2G16720,AT1G79520,AT5G17650,AT1G76410,AT3G17520,AT1G04770,AT1G18370,AT1G27290,AT3G13120,AT3G05910,AT3G59900,AT4G20870,AT2G19580,AT2G40970,AT2G24540,AT3G22840,AT2G22430,AT5G47420,AT1G26570,AT5G21170,AT3G17100,AT4G22910,AT5G54510,AT5G01370,AT2G41250,AT5G52570,AT1G32550,AT1G55530,AT3G21550,AT5G18690,AT3G44610,AT2G14750,AT3G27170,AT2G46600,AT4G34770,AT1G05100,AT4G33400,AT1G70070,AT4G16690,AT1G17140,AT3G10985,AT3G14890,AT1G36060,AT5G64580,AT3G49780,AT1G09530,AT4G04610,AT3G14280,AT3G48350
DREB2A,DOF5_4	AT5G01820,AT3G19580,AT1G71720,AT5G24330,AT5G03210,AT5G49700,AT5G02230,AT1G22985,AT2G27420,AT4G39040,AT3G06030,AT3G25660,AT2G36900,AT5G25350,AT2G40900,AT3G13190,AT1G09530,AT5G01520,AT1G71960,AT3G27170,AT1G32550,AT2G24540,AT3G07320,AT3G17520,AT1G07430,AT3G60550,AT1G61890,AT5G54490,AT4G21760,AT2G38530,AT4G34000,AT1G23870,AT1G27730,AT3G14595,AT5G54160,AT1G53180,AT2G35950,AT2G37750,AT4G33470,AT3G12500,AT1G80370,AT1G09070,AT1G08510,AT4G10040,AT4G00335,AT5G57660,AT4G30270,AT1G78570,AT5G02020,AT5G05220,AT3G57010
TCX2,DOF5_4	AT2G22430,AT4G22570,AT1G22985,AT1G73590,AT4G22190,AT3G25660,AT2G26910,AT3G53420,AT1G36940,AT2G22680,AT1G44830,AT1G23050,AT2G38760,AT3G02250,AT3G13120,AT2G40900,AT2G25900,AT5G52320,AT2G44130,AT5G38690,AT1G71960,AT2G04032,AT3G18550,AT2G07170,AT1G21810,AT1G27730,AT2G37750,AT1G61890,AT5G54490,AT3G43430,AT4G10040,AT2G36080,AT1G70000,AT3G08030,AT5G02020,AT5G03230,AT5G28500,AT1G70940,AT1G22640,AT3G59760,AT1G58340,AT4G35720,AT4G05520,AT3G17360,AT1G30040,AT5G24850,AT4G23410,AT4G30270,AT5G16110,AT1G53140,AT1G75810,AT4G21820,AT4G34160,AT2G43060,AT2G42620,AT2G26180,AT1G61667,AT5G01840,AT5G51545,AT5G22940,AT5G57410,AT2G38400,AT2G26400,AT4G04890,AT3G25480,AT3G61610,AT5G17850,AT4G30410,AT1G02470,AT4G31850,AT5G67600,AT3G01810,AT5G46580,AT4G16690,AT3G05490,AT2G18550,AT2G10940,AT1G44110,AT4G33400,AT4G27450,AT5G05690,AT2G14750,AT1G14730,AT2G19760,AT2G16720,AT3G27160,AT1G76410,AT5G54510,AT3G26520,AT1G59540,AT5G01370,AT1G05100,AT1G17140,AT5G25190,AT1G36060,AT4G37890,AT2G01830,AT4G10390,AT4G27260,AT3G52870,AT5G51670,AT1G04610
GBF3,DOF5_4	AT1G04610,AT1G22985,AT5G01820,AT1G36940,AT2G22680,AT4G23870,AT2G36900,AT2G22430,AT1G71960,AT4G32890,AT4G22570,AT5G23420,AT2G37750,AT1G22640,AT1G53140,AT2G39980,AT3G57010,AT5G54300,AT1G53560,AT1G12240,AT1G04250,AT3G27400,AT4G22190,AT5G64330,AT5G02550,AT1G73590,AT3G27330,AT3G10985,AT5G64260,AT5G23730,AT5G49700,AT1G36060,AT5G02230,AT4G02800,AT5G08640,AT4G37890,AT3G52870,AT2G22850,AT1G70940,AT4G34000,AT3G61380,AT3G60490,AT2G27420,AT2G26550,AT2G44130,AT1G55200,AT2G46600,AT3G51720,AT1G04770,AT5G13930,AT2G35950,AT1G79520,AT3G44610,AT1G26570,AT2G38120,AT5G48150,AT1G19850,AT3G54990,AT1G53180,AT2G01830,AT5G22940,AT1G69850,AT1G71030,AT5G57660,AT5G25350,AT4G30410,AT4G11175,AT1G09070,AT1G08510,AT3G06030,AT4G02280,AT3G01810,AT2G28110,AT4G16690,AT1G44830,AT1G16070,AT3G08670,AT1G44110,AT1G23050,AT1G27730,AT5G05690,AT5G51210,AT1G14730,AT1G75590,AT2G15320,AT3G27160,AT3G21710,AT5G54510,AT3G26520,AT3G13062,AT5G01370,AT2G04550,AT1G61890,AT1G11210,AT1G70200,AT5G62710,AT5G54490,AT1G11580,AT2G02710,AT3G43430,AT5G51670,AT1G23390,AT4G01330,AT1G76490,AT5G01520,AT1G07750,AT5G14780,AT1G01520,AT5G51545,AT3G14280,AT3G50070,AT1G19940,AT5G63800,AT1G74000,AT1G79700,AT4G04610,AT1G28330,AT1G31800,AT3G14890,AT1G78570,AT3G20260,AT3G16340,AT4G36530,AT5G27320,AT5G53760,AT3G61460,AT5G52570,AT2G41250,AT1G32550,AT2G43060,AT4G34160,AT5G18690,AT1G70000,AT3G22840,AT2G24540,AT4G20870,AT3G19380,AT5G19260,AT4G11660,AT5G02020,AT1G27290,AT4G28720,AT5G49170,AT5G16110,AT4G12730,AT3G05910,AT5G17650,AT2G40970,AT1G69490,AT2G19580,AT3G02170,AT4G30270,AT5G11090,AT1G55530,AT5G47420,AT5G39610,AT5G21170,AT3G17100,AT3G03270,AT2G16440,AT5G47610,AT4G38860,AT2G40150,AT3G14350,AT3G27360,AT3G21550,AT1G23870,AT3G17520,AT5G59010,AT2G06850,AT1G30040,AT4G34770,AT2G45210,AT3G46230,AT3G02250,AT1G78430,AT3G60550,AT3G49780,AT4G35720,AT4G27657,AT5G24850,AT4G23410,AT2G46650,AT1G79270,AT3G17800,AT1G20020,AT5G52520,AT2G43710,AT5G47730,AT4G24090,AT4G14550,AT2G21385,AT3G54510,AT3G13120,AT5G04320,AT2G31270,AT2G31750,AT1G03630,AT5G64100,AT3G14595,AT3G49220,AT1G58340,AT1G64660,AT1G22910,AT3G11690,AT5G66700,AT5G54160,AT3G56870,AT4G39940,AT1G69610,AT2G19310,AT2G39420,AT3G15450,AT4G27260,AT5G62480,AT2G32090,AT3G63190,AT1G07430,AT1G27670,AT1G01620,AT1G18370,AT4G21760,AT4G33470,AT3G03190,AT3G08030,AT1G21780,AT5G28640,AT2G36080,AT1G74210,AT4G10040,AT2G38530,AT5G48850,AT1G09530,AT1G17140,AT1G05100,AT2G40900,AT4G34830,AT1G76450,AT5G57910,AT3G55960,AT3G12500,AT1G76410,AT3G13190,AT1G80370,AT4G13180,AT1G15670,AT5G05410,AT2G19650,AT5G57170,AT2G42620,AT2G16720,AT2G19760,AT2G40000,AT1G61667,AT3G16770,AT5G05220,AT5G57240,AT4G27450,AT4G00335,AT1G19050,AT5G65380,AT4G15550,AT4G33400,AT5G01840,AT2G44450,AT5G01910,AT4G17245,AT3G02910,AT5G46580,AT5G57410,AT2G38400,AT2G25900,AT5G52320,AT5G17850,AT2G26400,AT3G61610,AT2G45570,AT3G48350,AT2G04032,AT5G23910,AT4G04890,AT1G17830
